product_name,image_url,url,price
Monterey,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dca1fe22c417.jpg",https://www.glassesshop.com/eyeglasses/sup0724,$49.95
Plains,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dbfecc57f5b9.jpg",https://www.glassesshop.com/eyeglasses/fp2026,$24.95
Persol,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc16d554bf7c.jpg",https://www.glassesshop.com/eyeglasses/fp1859,$19.95
Hawthorn,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c2436744043a.jpg",https://www.glassesshop.com/eyeglasses/fm1349,$29.95
Novia,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03beaa13479.jpg",https://www.glassesshop.com/eyeglasses/fp1697,$19.95
Glenview,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e4288d506c67.jpg",https://www.glassesshop.com/eyeglasses/ft0364,$49.95
Christian,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb47d12e4c.jpg",https://www.glassesshop.com/eyeglasses/sup0759,$29.95
Fernando,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dca207314344.jpg",https://www.glassesshop.com/eyeglasses/sup0746,$34.95
Bloor,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d18e5deb94.jpg",https://www.glassesshop.com/eyeglasses/fp1918,$12.95
Laura,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c91dd8f1.jpg",https://www.glassesshop.com/eyeglasses/fz1098,$29.95
Zoe,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201909/5d8d74c323898.jpg",https://www.glassesshop.com/eyeglasses/fp1456,$19.95
Maltz,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d268bd89339c.jpg",https://www.glassesshop.com/eyeglasses/fz1371,$29.95
Hayden,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201611/582e611cee934.jpg",https://www.glassesshop.com/eyeglasses/fp1240,$24.95
Coolidge,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201702/58ae78f252584.jpg",https://www.glassesshop.com/eyeglasses/fp1168,$29.95
Duluth,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb6300f466.jpg",https://www.glassesshop.com/eyeglasses/sup0788,$29.95
Whittier,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4e8f77c.jpg",https://www.glassesshop.com/eyeglasses/fz1311,$29.95
Yvette,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb5fda4dc9.jpg",https://www.glassesshop.com/eyeglasses/sup0780,$29.95
Chandler,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dca1fb0ddbfd.jpg",https://www.glassesshop.com/eyeglasses/sup0717,$34.95
Ophelia,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cff70bbf1bf9.jpg",https://www.glassesshop.com/eyeglasses/sup0702,$29.95
,,,
Uriah,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc4f033d516.jpg",https://www.glassesshop.com/eyeglasses/fm1308,$19.95
Vivian,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc4f0f32bee.jpg",https://www.glassesshop.com/eyeglasses/fz1249,$29.95
Abra,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db00f2136e16.jpg",https://www.glassesshop.com/eyeglasses/fp1942,$19.95
Huggins,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c34038807d76.jpg",https://www.glassesshop.com/eyeglasses/ft0275,$19.95
Arda,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189663f78.jpg",https://www.glassesshop.com/eyeglasses/ft0306,$39.95
Whit,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4e81706.jpg",https://www.glassesshop.com/eyeglasses/ft0300,$59.95
Warren,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dbfed242069f.jpg",https://www.glassesshop.com/eyeglasses/ft0355,$44.95
Carmelita,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189692b6e.jpg",https://www.glassesshop.com/eyeglasses/ft0319,$54.95
Bronwyn,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189679afc.jpg",https://www.glassesshop.com/eyeglasses/ft0312,$39.95
Hughes,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c3403881767e.jpg",https://www.glassesshop.com/eyeglasses/ft0280,$44.95
Robben,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc4f036842a.jpg",https://www.glassesshop.com/eyeglasses/ft0242,$39.95
Gemini,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e43692d81c6b.jpg",https://www.glassesshop.com/eyeglasses/ft0369,$59.95
Dubois,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d18048e8bd.jpg",https://www.glassesshop.com/eyeglasses/ft0325,$49.95
